SAH_ID;CUS_ID;SAH_TIMESTAMP;STO_ID;SAH_POSNUM;SAH_TRXNUM;SAH_TOTPRODQTY;SAH_DOCTYPE;SAH_PAYMENTTYPE;SAH_TOTPRODAMT;SAH_TOTTAX1AMT;SAH_TOTTAX2AMT
1850;10361;2021-01-02 10:34:50;149;2;1850;2;1;1;17997;3419;0
1851;12103;2021-01-02 08:54:35;222;1;1851;2;1;1;1822;345;0
1852;61528;2021-01-02 14:48:23;450;2;1852;5;1;2;16071;3051;0
1853;69791;2021-01-02 12:20:49;171;3;1853;3;1;1;7156;1359;221
1854;73840;2021-01-02 18:14:22;230;3;1854;2;1;3;13827;2626;0
1855;80730;2021-01-02 19:26:57;257;6;1855;4;1;1;10544;2001;101
1856;40046;2021-01-02 10:38:15;333;3;1856;1;1;3;2082;395;0
1857;62754;2021-01-02 12:00:22;381;2;1857;2;1;1;14804;2812;0
1858;89594;2021-01-02 13:14:08;357;4;1858;8;2;3;85706;16279;248
1859;79938;2021-01-02 13:42:29;470;3;1859;5;1;3;79351;15073;0
1860;92104;2021-01-02 16:45:58;89;3;1860;7;1;2;57317;10887;0
1861;39741;2021-01-02 09:47:17;394;7;1861;2;1;1;39450;7495;0
1862;82756;2021-01-02 15:55:05;148;3;1862;4;1;3;30152;5727;0
1863;14400;2021-01-02 14:20:32;3;3;1863;1;1;2;67815;12884;0
1864;14667;2021-01-02 17:53:57;63;3;1864;5;2;2;27711;5263;2072
1865;19847;2021-01-02 09:40:54;489;6;1865;1;1;3;41955;7971;0
1866;79217;2021-01-02 08:55:53;374;7;1866;7;1;2;30366;5766;0
1867;72682;2021-01-02 11:16:48;234;4;1867;1;2;3;1152;218;0
1868;89973;2021-01-02 15:14:53;455;4;1868;2;2;3;12828;2437;0
1869;67616;2021-01-02 08:45:35;319;4;1869;1;2;2;3708;704;0
1870;93071;2021-01-02 20:30:10;289;6;1870;7;2;2;57689;10958;0
1871;68470;2021-01-02 08:44:48;24;3;1871;2;1;1;14607;2774;0
1872;38061;2021-01-02 14:24:11;451;6;1872;5;1;2;32301;6135;0
1873;92815;2021-01-02 20:14:15;295;8;1873;3;1;1;33618;6386;0
1874;94257;2021-01-02 20:45:41;171;3;1874;11;2;3;89250;16953;1659
1875;28911;2021-01-02 14:39:26;272;2;1875;3;2;2;14339;2722;0
1876;84633;2021-01-02 19:09:53;316;11;1876;2;1;3;19981;3795;0
1877;59462;2021-01-02 20:05:34;316;4;1877;2;2;2;4185;794;0
1878;68044;2021-01-02 20:33:19;112;3;1878;5;1;1;50802;9650;2710
1879;41935;2021-01-02 16:46:58;49;3;1879;2;1;3;13808;2622;0
1880;95953;2021-01-02 19:30:13;4;4;1880;3;2;3;53451;10154;0
1881;66863;2021-01-02 16:30:07;464;1;1881;1;1;3;10335;1963;0
1882;93597;2021-01-02 17:09:18;496;11;1882;2;2;2;11076;2104;0
1883;31184;2021-01-02 15:02:25;240;2;1883;2;2;1;12822;2435;0
1884;26570;2021-01-02 18:33:14;490;6;1884;7;2;2;44802;8509;261
1885;10676;2021-01-02 21:22:49;259;8;1885;1;2;1;3534;671;0
1886;32420;2021-01-02 09:19:20;22;3;1886;3;1;2;10680;2028;0
1887;71623;2021-01-02 12:48:11;359;2;1887;5;2;3;37526;7127;1366
1888;27821;2021-01-02 08:41:24;363;8;1888;4;2;2;39460;7495;0
1889;59844;2021-01-02 15:27:24;17;2;1889;5;1;3;62509;11875;0
1890;14075;2021-01-02 09:34:37;239;4;1890;1;2;1;1804;342;0
1891;1764;2021-01-02 17:55:40;34;4;1891;6;2;2;35599;6761;0
1892;81330;2021-01-02 18:38:59;321;2;1892;1;2;1;3283;623;0
1893;64459;2021-01-02 19:05:14;481;2;1893;2;1;2;1930;366;0
1894;96339;2021-01-02 11:57:51;196;2;1894;5;1;1;16639;3158;0
1895;15091;2021-01-02 12:01:32;119;1;1895;2;1;2;5355;1016;0
1896;65941;2021-01-02 15:21:48;324;4;1896;8;2;1;113282;21519;0
1897;23324;2021-01-02 12:57:46;15;4;1897;1;2;3;16638;3161;0
1898;22859;2021-01-02 10:10:17;114;8;1898;3;2;2;5358;1016;0
1899;58330;2021-01-02 13:18:04;189;8;1899;2;1;2;13550;2573;0
1900;17406;2021-01-02 08:50:57;213;3;1900;3;1;2;35016;6652;1081
1901;33927;2021-01-02 09:04:58;33;2;1901;1;1;2;702;133;0
1902;20843;2021-01-02 15:52:49;402;6;1902;1;2;2;4205;798;0
1903;26742;2021-01-02 10:21:47;214;3;1903;5;1;2;54163;10288;4004
1904;79520;2021-01-02 15:55:45;404;1;1904;2;2;1;20510;3896;0
1905;95648;2021-01-02 11:48:05;76;3;1905;5;2;3;65599;12462;0
1906;74466;2021-01-02 17:56:04;304;6;1906;4;2;2;38589;7330;0
1907;1946;2021-01-02 19:39:50;262;5;1907;1;1;1;13434;2552;0
1908;38549;2021-01-02 18:06:44;485;3;1908;1;2;2;11559;2196;0
1909;64124;2021-01-02 16:32:36;217;1;1909;3;1;2;20592;3911;109
1910;76755;2021-01-02 11:45:03;401;1;1910;5;2;2;44596;8471;0
1911;92496;2021-01-02 17:19:38;28;6;1911;2;2;3;8316;1579;0
1912;72237;2021-01-02 09:23:22;421;1;1912;3;1;3;19834;3767;0
1913;66829;2021-01-02 18:35:15;128;8;1913;5;1;3;50111;9519;0
1914;15238;2021-01-02 08:56:17;498;8;1914;6;1;1;41502;7882;1021
1915;76619;2021-01-02 15:54:50;301;6;1915;5;1;2;56294;10693;0
1916;75213;2021-01-02 11:43:26;233;6;1916;5;1;3;34210;6498;0
1917;15941;2021-01-02 11:22:12;124;7;1917;4;2;1;84946;16138;3812
1918;43753;2021-01-02 11:19:18;84;7;1918;8;2;1;39788;7556;498
1919;55133;2021-01-02 15:43:54;316;7;1919;3;2;3;23371;4439;531
1920;46;2021-01-02 11:11:10;111;3;1920;3;1;1;23770;4515;0
1921;45614;2021-01-02 09:42:31;269;6;1921;7;1;2;60466;11485;134
1922;82115;2021-01-02 14:23:55;373;9;1922;2;2;3;12791;2429;0
1923;61461;2021-01-02 18:32:07;217;8;1923;4;1;3;43835;8327;0
1924;77490;2021-01-02 18:32:02;260;8;1924;3;2;2;22897;4349;0
1925;65624;2021-01-02 19:49:44;292;6;1925;3;1;2;12609;2394;212
1926;36348;2021-01-02 13:27:29;83;2;1926;4;2;2;19150;3636;0
1927;38642;2021-01-02 14:40:43;127;3;1927;2;1;3;9434;1792;0
1928;91738;2021-01-02 12:10:11;494;8;1928;4;2;1;21951;4168;0
1929;47990;2021-01-02 10:57:21;153;3;1929;3;2;1;19989;3796;0
1930;33382;2021-01-02 20:40:13;281;1;1930;8;1;2;52738;10017;453
1931;36843;2021-01-02 13:54:48;7;7;1931;7;2;1;45853;8709;146
1932;62820;2021-01-02 10:42:07;410;4;1932;2;1;1;23268;4420;0
1933;34546;2021-01-02 12:49:27;179;1;1933;3;1;1;2403;455;0
1934;69435;2021-01-02 11:28:05;459;1;1934;1;2;1;790;150;0
1935;68943;2021-01-02 15:49:47;118;2;1935;1;1;2;17472;3319;0
1936;51525;2021-01-02 11:00:31;33;1;1936;2;2;3;7292;1384;0
1937;63335;2021-01-02 16:13:55;32;2;1937;3;1;1;5484;1040;0
1938;59693;2021-01-02 09:31:20;322;5;1938;1;2;1;3394;644;0
1939;58278;2021-01-02 20:31:11;426;1;1939;5;1;1;37282;7081;0
1940;82210;2021-01-02 12:54:37;423;1;1940;2;2;1;12647;2402;0
1941;47239;2021-01-02 16:37:23;275;4;1941;8;1;3;37009;7029;0
1942;73170;2021-01-02 18:32:28;275;1;1942;2;2;3;8129;1543;0
1943;10557;2021-01-02 12:58:26;323;3;1943;4;1;2;31626;6006;0
1944;52797;2021-01-02 15:28:41;3;3;1944;4;1;1;12727;2417;0
1945;12531;2021-01-02 13:11:38;60;2;1945;3;1;1;5935;1126;181
1946;68685;2021-01-02 13:13:21;54;5;1946;3;1;2;72871;13844;0
1947;67570;2021-01-02 09:19:50;83;7;1947;1;2;3;8814;1674;0
1948;90869;2021-01-02 10:06:33;185;3;1948;3;2;1;17721;3366;0
1949;93680;2021-01-02 13:26:09;201;7;1949;6;1;3;44000;8356;760
1950;8869;2021-01-02 11:56:16;414;1;1950;1;1;1;4216;801;0
1951;38319;2021-01-02 19:24:56;199;1;1951;3;1;1;19440;3693;0
1952;53701;2021-01-02 20:12:57;361;6;1952;2;1;3;23196;4407;0
1953;61011;2021-01-02 16:07:10;149;2;1953;2;1;1;5275;1001;0
1954;25850;2021-01-02 12:13:50;352;1;1954;3;1;3;29863;5672;0
1955;33512;2021-01-02 09:58:50;192;8;1955;5;2;1;24938;4736;0
1956;74150;2021-01-02 18:07:20;145;7;1956;3;1;3;11448;2174;0
1957;62363;2021-01-02 11:43:27;361;5;1957;1;2;3;4051;769;0
1958;97423;2021-01-02 11:26:13;215;2;1958;2;1;2;33152;6298;0
1959;27935;2021-01-02 08:40:36;199;2;1959;6;2;2;58009;11018;89
1960;53007;2021-01-02 19:58:52;256;3;1960;6;2;3;40111;7617;0
1961;17365;2021-01-02 10:16:23;368;7;1961;1;1;3;6936;1317;0
1962;32788;2021-01-02 16:30:48;276;2;1962;1;1;1;10087;1916;0
1963;19209;2021-01-02 15:33:27;290;3;1963;2;2;2;25079;4764;808
1964;85219;2021-01-02 19:58:23;410;2;1964;5;1;2;28968;5502;0
1965;74846;2021-01-02 10:33:28;414;2;1965;3;1;1;24681;4688;0
1966;82163;2021-01-02 15:28:32;176;1;1966;3;2;3;19112;3630;0
1967;71657;2021-01-02 09:35:59;231;2;1967;1;1;3;3336;633;0
1968;38740;2021-01-02 11:38:08;23;1;1968;3;1;2;44160;8389;0
1969;71995;2021-01-02 14:41:46;91;3;1969;3;1;3;33679;6398;0
1970;49667;2021-01-02 12:45:56;142;4;1970;3;1;2;26858;5101;1352
1971;73338;2021-01-02 10:30:46;248;8;1971;3;2;3;25152;4778;0
1972;60754;2021-01-02 19:15:22;392;1;1972;3;1;2;28276;5371;0
1973;64476;2021-01-02 10:00:10;172;1;1973;3;1;3;22611;4294;0
1974;91468;2021-01-02 18:07:36;309;3;1974;1;2;1;2431;461;0
1975;79683;2021-01-02 10:11:41;103;3;1975;5;2;1;33504;6364;0
1976;19075;2021-01-02 08:48:42;25;10;1976;1;2;2;16362;3108;0
1977;23884;2021-01-02 10:56:04;466;3;1977;4;2;3;38670;7346;0
1978;70649;2021-01-02 10:35:16;313;7;1978;4;2;2;21096;4006;0
1979;89942;2021-01-02 08:46:57;190;2;1979;1;2;3;11202;2128;0
1980;92349;2021-01-02 15:50:48;169;5;1980;2;1;2;24988;4746;0
1981;47056;2021-01-02 11:13:51;193;2;1981;1;2;2;11928;2266;0
1982;58966;2021-01-02 14:04:29;119;3;1982;1;2;1;3028;575;0
1983;41698;2021-01-02 10:39:13;384;3;1983;1;1;1;9574;1819;0
1984;99283;2021-01-02 12:51:11;56;2;1984;4;1;1;41588;7900;0
1985;54194;2021-01-02 19:00:22;471;7;1985;5;2;3;32824;6233;0
1986;59558;2021-01-02 19:27:22;480;2;1986;6;2;2;44352;8424;1135
1987;54806;2021-01-02 17:44:27;269;2;1987;2;2;3;38258;7268;0
1988;52613;2021-01-02 20:08:18;140;2;1988;5;1;3;13385;2541;130
1989;19144;2021-01-02 10:19:23;289;7;1989;7;2;1;52398;9951;1056
1990;1189;2021-01-02 17:18:24;456;3;1990;1;1;1;2861;543;0
1991;49510;2021-01-02 15:07:04;347;7;1991;1;1;1;6442;1223;0
1992;42963;2021-01-02 21:02:30;26;4;1992;1;1;2;5190;986;0
1993;63409;2021-01-02 19:16:33;262;2;1993;1;2;3;11523;2189;0
1994;24803;2021-01-02 08:30:52;343;2;1994;4;1;1;12462;2366;0
1995;53253;2021-01-02 11:05:07;494;9;1995;5;2;1;32338;6143;0
1996;22015;2021-01-02 13:43:46;270;1;1996;5;2;2;17489;3321;0
1997;31120;2021-01-02 16:56:26;66;4;1997;2;2;1;12628;2398;0
1998;3203;2021-01-02 12:26:54;19;7;1998;3;1;3;12504;2375;0
1999;41293;2021-01-02 11:18:28;433;6;1999;3;2;1;14758;2803;0
2000;55918;2021-01-02 19:26:16;81;3;2000;4;2;2;73872;14033;0
2001;62882;2021-01-02 12:26:33;37;1;2001;5;2;1;57247;10874;344
2002;73621;2021-01-02 17:31:39;181;4;2002;1;1;1;9759;1854;0
2003;25639;2021-01-02 11:16:42;482;11;2003;1;2;1;11906;2262;0
2004;5054;2021-01-02 08:52:18;363;7;2004;1;1;3;1818;345;0
2005;11568;2021-01-02 13:39:36;302;3;2005;1;1;2;3364;639;0
2006;7866;2021-01-02 11:42:59;204;3;2006;5;1;2;21692;4119;778
2007;17483;2021-01-02 18:17:52;28;10;2007;2;2;2;26535;5040;0
2008;9565;2021-01-02 11:47:01;78;1;2008;6;2;2;41464;7876;1444
2009;49342;2021-01-02 08:45:35;128;1;2009;1;1;1;3741;710;0
2010;83955;2021-01-02 10:40:29;72;2;2010;2;1;1;39091;7426;0
2011;71145;2021-01-02 17:30:38;276;4;2011;3;1;3;21907;4161;0
2012;98028;2021-01-02 20:02:54;401;1;2012;2;2;3;4519;857;0
2013;97119;2021-01-02 12:00:12;456;4;2013;1;1;1;4606;875;0
2014;63789;2021-01-02 11:37:35;76;3;2014;4;2;2;15018;2851;0
2015;61005;2021-01-02 17:47:36;218;3;2015;1;1;2;5628;1069;0
2016;74054;2021-01-02 19:23:19;88;3;2016;1;2;2;5972;1134;0
2017;88411;2021-01-02 14:46:21;373;2;2017;1;2;3;8473;1609;0
2018;82826;2021-01-02 19:52:32;473;6;2018;2;2;1;14860;2822;495
2019;28932;2021-01-02 09:59:00;128;6;2019;1;2;3;10036;1906;0
2020;88702;2021-01-02 14:46:43;420;1;2020;4;1;1;20640;3920;0
2021;22534;2021-01-02 11:30:31;285;4;2021;6;1;2;59442;11290;0
2022;42769;2021-01-02 10:17:10;82;2;2022;4;1;1;43557;8274;0
2023;79666;2021-01-02 19:56:13;332;6;2023;6;2;3;51815;9843;0
2024;39207;2021-01-02 13:10:40;448;2;2024;2;1;1;50930;9675;2190
2025;97523;2021-01-02 09:18:13;445;2;2025;1;2;2;10648;2023;0
2026;47587;2021-01-02 14:37:17;449;4;2026;6;2;3;38772;7364;0
2027;73840;2021-01-02 17:44:22;434;3;2027;3;1;3;31995;6078;0
2028;62274;2021-01-02 17:26:36;44;2;2028;8;1;1;111146;21115;0
2029;50674;2021-01-02 09:17:47;479;1;2029;5;2;3;77534;14728;0
2030;20213;2021-01-02 18:17:21;272;4;2030;1;2;1;1053;200;0
2031;11845;2021-01-02 15:13:26;308;3;2031;5;2;2;39367;7477;0
2032;97451;2021-01-02 13:40:20;117;2;2032;4;1;2;13470;2557;347
2033;89781;2021-01-02 15:23:10;174;4;2033;1;2;3;10010;1901;0
2034;91690;2021-01-02 14:19:43;112;1;2034;1;1;2;12903;2451;0
2035;55640;2021-01-02 09:08:11;311;8;2035;5;1;3;54837;10416;1204
2036;615;2021-01-02 20:51:13;56;2;2036;7;2;1;54510;10353;351
2037;51771;2021-01-02 17:23:56;281;1;2037;1;1;3;2719;516;0
2038;51155;2021-01-02 13:31:00;327;2;2038;4;2;1;18220;3460;0
2039;91443;2021-01-02 13:30:34;322;5;2039;3;1;3;18375;3490;0
2040;55932;2021-01-02 12:29:32;486;5;2040;5;2;2;36033;6844;1540
2041;99818;2021-01-02 09:19:40;28;6;2041;1;1;1;12498;2374;0
2042;90864;2021-01-02 12:40:14;97;1;2042;1;1;3;3222;612;0
2043;4534;2021-01-02 17:41:36;60;1;2043;2;2;3;13988;2657;0
2044;33540;2021-01-02 16:41:04;177;3;2044;4;2;1;43690;8299;0
2045;10549;2021-01-02 08:54:34;369;1;2045;5;1;3;31436;5970;0
2046;32134;2021-01-02 09:59:22;287;2;2046;2;2;3;16662;3165;0
2047;3758;2021-01-02 20:49:50;3;2;2047;2;2;3;10786;2048;0
2048;68175;2021-01-02 18:58:18;141;6;2048;1;2;2;3120;592;468
2049;90123;2021-01-02 13:28:33;142;7;2049;1;1;3;2666;506;0
2050;25813;2021-01-02 15:07:20;171;1;2050;5;2;2;31409;5966;0
2051;13588;2021-01-02 11:03:07;303;9;2051;1;1;3;689;130;0
2052;19298;2021-01-02 21:15:42;37;3;2052;2;1;2;18520;3518;0
2053;56710;2021-01-02 19:58:35;134;1;2053;2;2;1;34381;6531;0
2054;71728;2021-01-02 16:47:45;22;3;2054;2;2;1;11613;2205;0
2055;61474;2021-01-02 17:36:07;324;2;2055;4;2;1;7786;1478;0
2056;60427;2021-01-02 19:07:34;40;1;2056;3;2;2;33678;6397;0
2057;64354;2021-01-02 16:24:59;238;2;2057;5;2;2;29020;5512;0
2058;33414;2021-01-02 11:22:27;115;1;2058;3;1;2;14540;2761;0
2059;31337;2021-01-02 14:05:01;357;3;2059;3;2;1;14013;2661;0
2060;73543;2021-01-02 19:34:08;400;3;2060;2;1;1;11293;2145;0
2061;4446;2021-01-02 18:59:38;489;6;2061;1;2;2;3202;608;0
2062;26572;2021-01-02 15:37:43;486;4;2062;2;1;1;5814;1104;0
2063;17117;2021-01-02 20:20:31;191;5;2063;9;2;1;81018;15389;0
2064;67925;2021-01-02 10:25:08;358;7;2064;1;2;2;7877;1496;0
2065;5021;2021-01-02 13:14:41;438;1;2065;1;2;3;12921;2454;0
2066;24509;2021-01-02 11:24:01;310;7;2066;1;1;3;16299;3096;0
2067;54153;2021-01-02 12:17:44;214;2;2067;1;1;1;3040;577;0
2068;88770;2021-01-02 20:08:38;262;4;2068;3;2;2;12570;2386;0
2069;92848;2021-01-02 13:48:50;483;2;2069;5;1;2;31690;6019;0
2070;64729;2021-01-02 14:31:41;279;2;2070;1;2;2;6471;1229;0
2071;43869;2021-01-02 21:09:35;358;7;2071;1;2;2;3430;651;0
2072;89264;2021-01-02 12:33:06;66;1;2072;1;1;1;2538;482;0
2073;43183;2021-01-02 08:50:14;396;1;2073;1;1;1;22251;4227;0
2074;23074;2021-01-02 11:05:58;493;1;2074;2;2;1;6509;1236;0
2075;73182;2021-01-02 18:18:28;417;3;2075;4;2;3;50239;9543;0
2076;57923;2021-01-02 15:25:13;302;5;2076;6;2;1;27124;5151;0
2077;10285;2021-01-02 13:13:17;260;11;2077;2;2;1;36959;7021;0
2078;19143;2021-01-02 21:08:11;166;2;2078;1;2;1;28227;5363;0
2079;35977;2021-01-02 10:08:11;233;10;2079;1;1;1;19216;3651;0
2080;17498;2021-01-02 19:22:12;177;3;2080;2;1;1;32052;6089;0
2081;22179;2021-01-02 10:16:06;496;8;2081;7;2;3;45262;8597;200
2082;47903;2021-01-02 11:46:57;219;3;2082;3;1;1;29704;5642;0
2083;45578;2021-01-02 10:34:17;452;7;2083;3;1;2;18134;3445;0
2084;92502;2021-01-02 10:55:51;396;1;2084;2;1;3;5996;1139;0
2085;25627;2021-01-02 08:59:34;124;2;2085;1;1;2;3595;683;0
2086;41105;2021-01-02 19:51:24;221;4;2086;1;2;2;5011;952;0
2087;76710;2021-01-02 12:46:26;258;1;2087;4;2;3;23599;4482;0
2088;72655;2021-01-02 13:19:28;74;3;2088;1;2;3;5300;1007;0
2089;80782;2021-01-02 16:56:48;417;1;2089;1;2;3;4323;821;0
2090;98867;2021-01-02 21:14:44;387;2;2090;7;1;3;44326;8417;0
2091;81413;2021-01-02 14:48:51;116;2;2091;3;2;1;16499;3132;0
2092;28630;2021-01-02 13:56:23;495;3;2092;5;1;3;19099;3627;0
2093;38681;2021-01-02 20:24:13;205;2;2093;3;2;2;13482;2561;0
2094;65072;2021-01-02 20:25:05;30;2;2094;1;2;3;15740;2990;0
2095;72383;2021-01-02 20:17:23;379;3;2095;3;2;1;19485;3701;0
2096;52679;2021-01-02 13:00:58;129;3;2096;2;1;2;59464;11297;5628
2097;34505;2021-01-02 17:47:53;265;6;2097;4;2;2;12853;2440;0
2098;49667;2021-01-02 10:43:30;127;2;2098;5;2;1;32845;6237;0
2099;78973;2021-01-02 17:11:26;337;3;2099;2;1;2;20735;3939;0
2100;26547;2021-01-02 20:36:04;363;10;2100;7;2;2;43818;8323;0
2101;58545;2021-01-02 17:23:57;100;3;2101;1;2;3;9052;1719;0
2102;29;2021-01-02 12:56:24;129;7;2102;5;2;1;53671;10196;0
2103;1084;2021-01-02 10:44:18;290;6;2103;8;1;3;53376;10137;0
2104;95075;2021-01-02 09:14:04;226;1;2104;6;2;1;74715;14192;0
2105;15175;2021-01-02 21:05:58;323;2;2105;2;2;2;22978;4364;0
2106;30270;2021-01-02 14:40:33;279;7;2106;4;2;2;14372;2729;0
2107;96805;2021-01-02 09:54:05;86;7;2107;4;1;1;22640;4300;0
2108;55495;2021-01-02 13:50:29;378;2;2108;3;1;1;10569;2007;565
2109;42817;2021-01-02 19:16:16;280;6;2109;2;2;2;24208;4598;0
2110;30447;2021-01-02 14:30:27;297;1;2110;1;2;1;4166;791;0
2111;23093;2021-01-02 16:10:55;274;3;2111;4;2;3;43872;8334;0
2112;53695;2021-01-02 11:57:09;412;3;2112;4;1;2;38682;7348;1749
2113;46206;2021-01-02 19:24:03;39;7;2113;3;2;2;33638;6389;0
2114;46693;2021-01-02 19:34:53;420;1;2114;1;2;1;3426;650;0
2115;64230;2021-01-02 16:02:19;191;2;2115;3;2;1;9180;1743;0
2116;10833;2021-01-02 16:55:59;311;8;2116;3;1;3;34532;6559;0
2117;19211;2021-01-02 17:30:49;260;8;2117;6;2;1;56528;10737;0
2118;40489;2021-01-02 13:27:22;186;1;2118;4;2;2;57202;10867;0
2119;57912;2021-01-02 20:22:43;288;3;2119;1;1;1;1304;247;0
2120;68376;2021-01-02 18:36:26;298;2;2120;2;1;3;12878;2446;625
2121;27283;2021-01-02 17:37:53;78;3;2121;7;2;1;53700;10199;0
2122;29475;2021-01-02 08:38:47;197;2;2122;5;2;2;48628;9237;0
2123;97291;2021-01-02 12:37:39;358;6;2123;3;2;2;19116;3631;0
2124;23787;2021-01-02 12:24:23;103;3;2124;7;1;3;36185;6872;0
2125;2401;2021-01-02 13:22:18;220;1;2125;3;2;1;20222;3841;0
2126;84399;2021-01-02 09:47:01;78;2;2126;1;2;3;1927;366;0
2127;44058;2021-01-02 17:13:34;37;4;2127;4;2;1;19507;3704;0
2128;30474;2021-01-02 09:17:31;73;1;2128;1;1;2;2749;522;329
2129;66298;2021-01-02 18:49:39;449;3;2129;1;2;2;3786;719;0
2130;37594;2021-01-02 13:33:57;224;1;2130;2;2;3;17696;3362;0
2131;52411;2021-01-02 18:40:21;245;3;2131;4;1;3;13281;2521;0
2132;50464;2021-01-02 14:42:33;264;8;2132;3;2;3;16685;3169;0
2133;32822;2021-01-02 10:36:22;337;1;2133;6;2;3;49997;9497;0
2134;65346;2021-01-02 14:14:00;401;2;2134;4;2;2;41070;7801;0
2135;74197;2021-01-02 09:23:37;11;2;2135;6;2;3;34293;6513;505
2136;24533;2021-01-02 14:13:23;442;1;2136;5;2;1;55846;10608;0
2137;27472;2021-01-02 19:47:34;219;2;2137;1;1;3;942;178;0
2138;37354;2021-01-02 11:32:19;140;2;2138;1;2;3;423;80;0
2139;39341;2021-01-02 19:39:02;61;6;2139;3;1;1;61942;11768;0
2140;48369;2021-01-02 13:51:42;487;6;2140;4;2;1;58404;11095;0
2141;37854;2021-01-02 19:39:36;426;2;2141;6;1;3;52534;9978;0
2142;18318;2021-01-02 11:46:24;247;6;2142;8;2;3;61416;11665;1762
2143;11610;2021-01-02 20:53:24;65;1;2143;2;2;3;10974;2084;0
2144;64227;2021-01-02 14:07:42;177;1;2144;2;2;3;3577;679;94
2145;18865;2021-01-02 13:13:24;245;2;2145;3;1;3;25280;4802;1075
2146;99976;2021-01-02 14:34:32;288;4;2146;5;2;3;26021;4942;435
2147;44624;2021-01-02 11:52:36;455;3;2147;2;1;1;28061;5330;0
2148;65422;2021-01-02 18:27:46;41;2;2148;3;2;1;33856;6431;0
2149;48410;2021-01-02 10:16:21;80;4;2149;2;1;1;11250;2136;0
2150;68906;2021-01-02 09:55:10;354;3;2150;9;1;3;50533;9598;153
2151;79525;2021-01-02 21:09:41;469;5;2151;1;1;1;4100;779;0
2152;72023;2021-01-02 14:30:12;95;11;2152;6;2;3;32084;6093;0
2153;44714;2021-01-02 09:35:05;197;3;2153;1;2;3;636;120;0
2154;27541;2021-01-02 15:59:31;152;8;2154;3;1;3;9072;1723;0
2155;26951;2021-01-02 11:53:09;158;1;2155;3;2;3;26492;5032;0
2156;86614;2021-01-02 12:38:30;233;3;2156;2;2;3;46119;8762;0
2157;44883;2021-01-02 18:14:10;317;3;2157;12;2;1;160340;30458;0
2158;78720;2021-01-02 08:58:17;52;3;2158;3;2;3;54519;10358;0
2159;76629;2021-01-02 15:55:10;349;5;2159;1;1;2;20252;3847;0
2160;23173;2021-01-02 20:05:07;370;1;2160;1;1;2;11700;2223;0
2161;35145;2021-01-02 08:51:20;321;1;2161;3;1;2;47392;9003;0
2162;99128;2021-01-02 12:13:39;265;1;2162;3;2;2;12580;2389;0
2163;59910;2021-01-02 09:00:14;293;2;2163;1;1;1;13766;2615;0
2164;10493;2021-01-02 15:47:14;42;1;2164;9;1;2;69946;13285;574
2165;27748;2021-01-02 18:01:48;376;6;2165;4;1;1;18811;3573;754
2166;52869;2021-01-02 13:34:37;405;1;2166;2;1;3;22853;4341;534
2167;94411;2021-01-02 15:14:58;435;6;2167;5;2;1;8433;1599;228
2168;60911;2021-01-02 17:43:24;122;2;2168;4;1;2;43814;8323;0
2169;6178;2021-01-02 19:39:11;483;3;2169;3;2;1;8049;1528;0
2170;7465;2021-01-02 11:54:20;330;4;2170;2;1;2;29845;5669;0
2171;51867;2021-01-02 20:27:32;392;2;2171;1;2;3;6568;1247;0
2172;62110;2021-01-02 11:56:16;313;3;2172;1;2;3;3597;683;0
2173;34076;2021-01-02 08:54:54;499;6;2173;2;1;3;31790;6039;0
2174;80285;2021-01-02 19:02:15;181;1;2174;2;2;2;37535;7131;0
2175;574;2021-01-02 14:33:34;210;2;2175;4;2;3;26116;4960;529
2176;84401;2021-01-02 16:44:27;308;3;2176;1;2;1;30820;5855;0
2177;89069;2021-01-02 15:32:34;119;3;2177;2;2;3;15874;3015;0
2178;92828;2021-01-02 09:16:52;488;6;2178;4;2;1;7402;1405;0
2179;16722;2021-01-02 11:36:00;2;9;2179;5;1;3;72371;13748;0
2180;37798;2021-01-02 11:32:48;318;3;2180;1;2;1;798;151;119
2181;8440;2021-01-02 11:53:37;466;2;2181;8;2;3;86748;16479;0
2182;13464;2021-01-02 09:58:48;368;5;2182;4;2;2;35512;6745;410
2183;31488;2021-01-02 18:55:14;446;4;2183;2;1;3;5328;1012;0
2184;78616;2021-01-02 18:25:11;227;3;2184;1;2;1;6740;1280;0
2185;60688;2021-01-02 19:21:00;155;9;2185;2;1;1;10725;2036;0
2186;90716;2021-01-02 11:37:55;430;6;2186;3;1;2;31733;6028;0
2187;27502;2021-01-02 18:09:08;102;3;2187;3;2;2;15293;2904;0
2188;1437;2021-01-02 11:37:10;459;3;2188;2;1;1;40806;7752;0
2189;78772;2021-01-02 21:04:00;175;4;2189;5;1;2;33580;6377;0
2190;65992;2021-01-02 15:27:09;312;1;2190;6;1;3;36261;6887;479
2191;51097;2021-01-02 19:23:44;203;5;2191;2;1;2;5678;1077;0
2192;15221;2021-01-02 16:35:15;39;5;2192;4;2;1;22813;4333;0
2193;86595;2021-01-02 19:49:04;67;2;2193;3;1;1;19978;3794;0
2194;60926;2021-01-02 19:47:33;176;4;2194;2;1;3;17085;3245;1593
2195;62826;2021-01-02 12:03:26;359;2;2195;8;1;1;54680;10385;0
2196;90225;2021-01-02 16:24:07;294;6;2196;1;2;3;11100;2109;0
